0.32
0.00
0.47
0.00
0.41
0.48
0.44
0.00
0.44
0.41
0.48
0.00
0.44
0.48
0.00
0.24
0.00
0.48
0.00
0.48
0.49
0.00
0.00
0.47
0.38
0.48
0.42
0.48
0.20
0.44
0.00
0.38
0.00
0.00
0.22
0.32
0.50
0.48
0.44
0.44
0.00
0.49
0.00
0.50
0.32
0.50
0.00
0.50
0.00
0.49
0.00
0.47
0.49
0.32
0.38
0.50
0.47
0.48
0.41
0.48
0.00
0.00
0.50
0.50
0.49
0.00
0.00
0.44
0.00
0.50
0.44
0.47
0.48
0.28
0.00
0.42
0.50
0.38
0.32
0.50
0.48
0.28
0.50
0.49
0.35
0.38
0.00
0.50
0.50
0.32
0.44
0.44
0.44
0.50
0.42
0.38
0.22
0.50
0.00
0.48
